_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
3651393,4154563,2017,,1953,PRIVATE,08,Eglinton-Lawrence,6 SARANAC BLVD,4,26,2022-10-27,88,Evaluation needs to be conducted in 3 years,15,5,5,5,4,4,5,N/A,4,N/A,N/A,4,5,5,4,4,5,N/A,4,3,N/A,N0823,43.7209195951,-79.432960657,310186.122,4842108.819
3651394,4155066,2017,,1963,PRIVATE,09,Davenport,1969 EGLINTON AVE W,3,36,2022-10-27,81,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,4,N/A,4,4,4,5,4,5,4,N/A,4,4,N/A,S0922,43.6945457647,-79.45447448,308454.213,4839177.629
3651395,4155706,2017,,1969,PRIVATE,01,Etobicoke North,21 RICHGROVE DR,11,129,2022-10-27,89,Evaluation needs to be conducted in 3 years,20,5,3,5,5,5,4,2,5,5,4,4,5,5,5,4,5,5,5,3,5,W0137,,,299512.011,4837158.651
3651396,4156153,2017,,1969,PRIVATE,01,Etobicoke North,7 RICHGROVE DR,11,129,2022-10-27,87,Evaluation needs to be conducted in 3 years,20,4,3,5,5,5,4,2,4,5,4,4,5,5,5,4,5,5,5,3,5,W0137,,,299527.406,4837162.739
3651397,4153946,2017,,1930,PRIVATE,12,Toronto-St. Paul's,779 EGLINTON AVE W,3,17,2022-10-27,83,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,5,N/A,N/A,4,4,5,4,3,3,N/A,5,4,N/A,S1225,43.7009995731,-79.4241109809,310901.18,4839896.436
3651398,4155064,2017,,1960,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,2022-10-27,86,Evaluation needs to be conducted in 3 years,16,4,4,5,4,4,3,N/A,4,N/A,N/A,4,5,5,5,4,4,N/A,5,4,5,S0922,43.6929377292,-79.454744586,308432.533,4838998.971
3651399,4250600,2017,,1938,PRIVATE,12,Toronto-St. Paul's,22 TICHESTER RD,4,32,2022-10-27,78,Evaluation needs to be conducted in 2 years,16,4,5,5,4,3,2,N/A,4,N/A,3,3,5,5,3,4,4,N/A,4,4,N/A,S1230,43.68592338,-79.418139695,311383.785,4838222.902
3651400,4250602,2017,,1938,PRIVATE,12,Toronto-St. Paul's,26 TICHESTER RD,4,32,2022-10-27,76,Evaluation needs to be conducted in 2 years,16,4,3,5,4,3,2,N/A,4,N/A,4,4,5,5,3,3,4,N/A,4,4,N/A,S1230,43.685882132,-79.418348616,311366.946,4838218.303
3651401,4156441,2017,,2009,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,2022-10-27,80,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,N/A,5,4,N/A,3,4,3,5,3,4,N/A,5,4,5,S1229,43.6870772647,-79.4223633104,311043.417,4838349.831
3651402,4154658,2017,,1955,PRIVATE,08,Eglinton-Lawrence,3253 BATHURST ST,4,22,2022-10-27,81,Evaluation needs to be conducted in 2 years,17,4,5,5,4,4,3,N/A,4,N/A,4,4,4,5,3,5,4,4,4,3,N/A,N0824,43.7237073315,-79.4303236253,310398.345,4842418.708
3651403,4250612,2017,,1943,PRIVATE,12,Toronto-St. Paul's,1539 BATHURST ST,4,32,2022-10-27,75,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,2,N/A,3,N/A,3,4,5,5,3,4,3,N/A,4,4,N/A,S1230,43.685911156,-79.418988838,311315.328,4838221.478
3651404,4154568,2017,,1958,PRIVATE,06,York Centre,417 WILSON AVE,3,10,2022-10-27,79,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,2,N/A,3,N/A,N/A,4,5,5,4,4,4,3,5,4,N/A,N0633,43.735946368,-79.4396551078,309645.512,4843777.796
3651405,4379646,2018,,1923,PRIVATE,09,Davenport,1212 BLOOR ST W,3,16,2022-10-27,69,Evaluation needs to be conducted in 2 years,13,3,3,5,3,N/A,3,N/A,3,N/A,N/A,4,5,3,3,3,3,N/A,4,N/A,N/A,S0930,43.6593129835,-79.4389019966,309712.367,4835264.218
3651406,4156362,2017,,1950,PRIVATE,12,Toronto-St. Paul's,1582 BATHURST ST,3,33,2022-10-27,69,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,4,N/A,3,N/A,N/A,2,5,4,3,3,3,N/A,4,N/A,N/A,S1229,43.6866154943,-79.4200162678,311232.685,4838298.699
3651407,4154763,2017,,1968,PRIVATE,16,Don Valley East,5 DUFRESNE CRT,28,218,2022-10-26,84,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,5,4,5,5,4,4,4,5,4,4,N/A,N1630,43.71503235,-79.330584834,318480.453,4841476.916
3651408,4152615,2017,,1962,PRIVATE,20,Scarborough Southwest,534 BIRCHMOUNT RD,4,34,2022-10-26,92,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,4,N/A,5,4,5,4,5,5,4,5,4,5,4,5,N/A,E2029,43.7103310717,-79.2701499955,323307.445,4840955.829
3651409,4155076,2017,,1960,PRIVATE,09,Davenport,526 HARVIE AVE,3,29,2022-10-26,85,Evaluation needs to be conducted in 2 years,15,5,5,5,4,3,4,N/A,5,N/A,N/A,3,3,5,4,5,5,N/A,3,5,N/A,S0921,43.690799353,-79.456216348,308313.746,4838762.298
3651410,4155887,2017,,1959,PRIVATE,12,Toronto-St. Paul's,70 HEATH ST W,3,35,2022-10-26,92,Evaluation needs to be conducted in 3 years,19,5,4,5,4,4,5,4,5,5,5,4,5,5,4,5,5,5,4,4,N/A,S1232,43.6899134728,-79.3986248426,312956.853,4838666.964
3651411,4155919,2017,,1959,PRIVATE,12,Toronto-St. Paul's,80 HEATH ST W,3,35,2022-10-26,93,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,4,N/A,S1232,43.689525789,-79.399154737,312913.927,4838624.797
3651412,4156294,2017,,1959,PRIVATE,12,Toronto-St. Paul's,90 HEATH ST W,3,37,2022-10-26,93,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,4,N/A,S1232,43.689842541,-79.398960779,312888.418,4838617.756
3651413,4153341,2017,,1920,PRIVATE,12,Toronto-St. Paul's,341 ST CLAIR AVE W,3,10,2022-10-26,66,Evaluation needs to be conducted in 2 years,14,3,3,2,4,3,4,N/A,3,N/A,N/A,3,3,5,3,3,4,N/A,3,N/A,N/A,S1236,43.684313363,-79.4114493944,311923.636,4838043.641
3651414,4153344,2017,,1930,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,2022-10-26,67,Evaluation needs to be conducted in 2 years,14,3,4,3,3,3,2,N/A,3,N/A,N/A,3,4,5,4,3,4,N/A,3,N/A,N/A,S1236,43.6830936206,-79.4174370824,311440.998,4837907.611
3651415,4153350,2017,,1986,SOCIAL HOUSING,12,Toronto-St. Paul's,747 ST CLAIR AVE W,8,97,2022-10-26,88,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,4,4,5,N/A,4,4,5,4,4,4,3,4,5,5,S1234,43.6809371983,-79.4282122762,310572.424,4837667.252
3651416,4154916,2017,,1962,PRIVATE,16,Don Valley East,267 ROYWOOD DR,7,72,2022-10-26,83,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,3,4,4,4,5,5,4,4,4,5,4,4,N/A,N1622,43.761230364,-79.335262791,318048.772,4846599.023
3651417,4154764,2017,,1968,PRIVATE,16,Don Valley East,7 ST DENNIS DR,17,278,2022-10-26,80,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,3,3,3,4,N/A,4,5,3,4,5,4,5,4,3,4,N1630,43.716007499,-79.3362261,317981.095,4841574.866
3651418,4154364,2017,,1960,PRIVATE,06,York Centre,833 WILSON AVE,3,12,2022-10-26,72,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,4,3,N/A,N0632,43.731153894,-79.463467697,307727.291,4843245.201
3651419,4154363,2017,,1960,PRIVATE,06,York Centre,835 WILSON AVE,3,12,2022-10-26,72,Evaluation needs to be conducted in 2 years,15,3,3,5,3,4,4,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,4,3,N/A,N0632,43.731056948,-79.463881566,307693.954,4843234.416
3651420,4153944,2017,,1950,PRIVATE,12,Toronto-St. Paul's,117 OLD FOREST HILL RD,3,28,2022-10-26,85,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,N/A,5,N/A,4,5,4,5,4,5,5,N/A,3,4,N/A,S1225,43.701371017,-79.422737402,311011.589,4839938.762
3651421,4154921,2017,,1967,PRIVATE,16,Don Valley East,32 CLAYLAND DR,5,64,2022-10-26,92,Evaluation needs to be conducted in 3 years,19,5,4,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,4,4,N/A,N1622,43.7604975469,-79.3303911493,318441.452,4846517.44
3651422,4154769,2017,,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,2022-10-26,73,Evaluation needs to be conducted in 2 years,18,3,3,5,4,3,4,3,4,3,N/A,4,5,5,3,4,4,3,3,3,N/A,N1630,43.7151786936,-79.3352789539,318057.864,4841481.992
3651423,4155073,2017,,1970,PRIVATE,09,Davenport,478 CALEDONIA RD,3,20,2022-10-26,76,Evaluation needs to be conducted in 2 years,16,4,4,4,3,3,4,N/A,4,N/A,4,4,4,5,3,4,4,N/A,3,4,N/A,S0921,43.6893077444,-79.4610170083,307927.075,4838595.44
3651424,4155072,2017,,1960,PRIVATE,09,Davenport,480 CALEDONIA RD,4,28,2022-10-26,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,3,N/A,4,5,4,3,4,5,4,4,4,3,4,4,N/A,S0921,43.6895758413,-79.4611447354,307916.766,4838625.219
3651425,4153358,2017,,1925,PRIVATE,12,Toronto-St. Paul's,320 AVENUE RD,4,24,2022-10-26,86,Evaluation needs to be conducted in 3 years,14,4,4,5,4,5,4,N/A,4,N/A,N/A,5,5,5,3,4,4,N/A,4,N/A,N/A,S1237,43.680275983,-79.399224134,312909.538,4837597.137
3651426,4153943,2018,,1950,PRIVATE,12,Toronto-St. Paul's,697 EGLINTON AVE W,4,33,2022-10-26,86,Evaluation needs to be conducted in 3 years,18,5,4,5,4,3,4,5,4,N/A,4,4,5,5,4,3,5,5,4,4,N/A,S1225,43.701949088,-79.420034858,311209.892,4839986.927
3651427,4153343,2017,,1916,SOCIAL HOUSING,12,Toronto-St. Paul's,1435 BATHURST ST,3,15,2022-10-26,69,Evaluation needs to be conducted in 2 years,14,3,3,4,3,3,3,N/A,4,N/A,N/A,3,3,5,4,4,3,N/A,3,N/A,N/A,S1236,43.6823886069,-79.4176648249,311422.714,4837829.264
3651428,4154569,2017,,1960,PRIVATE,06,York Centre,415 WILSON AVE,3,10,2022-10-26,69,Evaluation needs to be conducted in 2 years,16,3,3,5,4,2,3,N/A,3,N/A,N/A,3,3,5,3,3,4,4,4,3,N/A,N0633,43.7360202186,-79.4393431716,309670.633,4843786.018
3651429,4153834,2017,,1967,PRIVATE,15,Don Valley West,241 REDPATH AVE,12,46,2022-10-26,68,Evaluation needs to be conducted in 2 years,19,4,3,5,3,3,3,3,3,3,3,3,3,5,3,3,4,4,4,3,N/A,N1526,43.71148813,-79.393866958,313337.085,4841065.338
3651430,4155077,2017,,1960,PRIVATE,09,Davenport,524 HARVIE AVE,3,29,2022-10-26,88,Evaluation needs to be conducted in 3 years,15,5,5,5,4,4,4,N/A,5,N/A,N/A,3,4,5,4,5,5,N/A,3,5,N/A,S0921,43.690686289,-79.455914851,308342.955,4838761.115
3651431,4153942,2017,,1954,PRIVATE,12,Toronto-St. Paul's,45 GARDINER RD,6,41,2022-10-25,88,Evaluation needs to be conducted in 3 years,18,4,4,5,4,5,5,N/A,5,5,5,5,5,5,4,4,3,5,3,3,N/A,S1225,43.702033574,-79.4195154938,311271.467,4840011.667
3651432,4154000,2017,,1960,PRIVATE,12,Toronto-St. Paul's,905 AVENUE RD,3,10,2022-10-25,79,Evaluation needs to be conducted in 2 years,17,5,4,5,4,3,4,N/A,5,N/A,5,4,4,5,2,4,4,5,2,2,N/A,S1227,43.7007807941,-79.4065602418,312315.775,4839873.58
3651433,4154044,2018,,1966,PRIVATE,19,Beaches-East York,500 DAWES RD,14,305,2022-10-25,49,Building Audit,18,3,3,3,2,2,3,3,2,3,N/A,2,2,2,2,2,3,2,2,3,N/A,S1927,43.703305875,-79.298174928,321050.685,4840170.484
3651434,4154043,2017,,1958,PRIVATE,19,Beaches-East York,506 DAWES RD,4,67,2022-10-25,84,Evaluation needs to be conducted in 2 years,17,3,4,5,4,5,3,N/A,4,5,N/A,5,5,4,4,4,4,4,5,3,N/A,S1927,43.703984006,-79.297455687,321108.472,4840245.962
3651435,4154041,2017,,1960,PRIVATE,19,Beaches-East York,510 DAWES RD,4,62,2022-10-25,68,Evaluation needs to be conducted in 2 years,17,3,3,5,3,3,3,N/A,4,3,N/A,3,3,5,3,3,3,4,4,3,N/A,S1927,43.704347801,-79.297293072,321121.48,4840286.411
3651436,4154835,2017,,1965,PRIVATE,17,Don Valley North,8 GODSTONE RD,16,164,2022-10-25,90,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,5,3,5,5,4,5,N/A,4,4,5,4,5,4,N/A,N1727,43.7801532474,-79.3463837726,317149.742,4848698.62
3651437,4154834,2017,,1968,PRIVATE,17,Don Valley North,20 GODSTONE RD,15,174,2022-10-25,94,Evaluation needs to be conducted in 3 years,17,5,5,5,5,5,5,5,5,5,N/A,3,5,N/A,4,5,5,5,4,4,N/A,N1727,43.7806384694,-79.3474983213,317059.926,4848752.364
3651438,4155071,2017,,1960,PRIVATE,09,Davenport,500 GILBERT AVE,3,29,2022-10-25,75,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,N/A,3,N/A,3,3,4,5,4,4,4,N/A,3,4,N/A,S0921,43.6918123311,-79.4635662158,307721.469,4838873.59
3651439,4155070,2017,,1960,PRIVATE,09,Davenport,502 GILBERT AVE,3,23,2022-10-25,73,Evaluation needs to be conducted in 2 years,15,4,4,5,3,3,3,N/A,3,N/A,N/A,3,3,5,4,4,4,N/A,3,4,N/A,S0921,43.6919981634,-79.4636000249,307718.735,4838894.234
3651440,4221322,2017,,1968,PRIVATE,16,Don Valley East,48 GRENOBLE DR,9,109,2022-10-25,84,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,5,4,4,4,N/A,4,4,5,4,4,4,5,4,4,N/A,N1630,43.716768049,-79.331308961,318377.163,4841660.179
3651441,4156722,2017,,1968,PRIVATE,16,Don Valley East,20 GRAYDON HALL DR,20,305,2022-10-25,78,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,4,3,4,4,3,3,4,5,4,4,4,5,4,3,4,N1621,43.763477245,-79.345900416,317191.811,4846847.017
3651442,4154833,2017,,1970,PRIVATE,17,Don Valley North,30 GODSTONE RD,15,174,2022-10-25,96,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,4,5,5,5,5,4,5,N/A,5,5,5,4,5,4,N/A,N1727,43.7814235784,-79.3473574848,317071.105,4848839.609
3651443,4153587,2017,,1910,PRIVATE,13,Toronto Centre,383 SHERBOURNE ST,3,32,2022-10-25,41,Building Audit,14,2,2,3,2,1,1,N/A,2,N/A,N/A,2,3,2,2,2,2,N/A,3,N/A,N/A,S1323,43.663968352,-79.3730104483,315026.123,4835787.409
3651444,4153357,2017,,1930,PRIVATE,12,Toronto-St. Paul's,49 ST CLAIR AVE W,7,34,2022-10-25,88,Evaluation needs to be conducted in 3 years,16,4,5,5,4,5,2,4,4,4,N/A,5,5,5,4,5,5,N/A,4,N/A,N/A,S1238,43.6873687296,-79.3959379318,313173.803,4838384.509
3651445,4153339,2017,,1967,PRIVATE,12,Toronto-St. Paul's,640 DAVENPORT RD,5,25,2022-10-25,97,Evaluation needs to be conducted in 3 years,18,5,5,5,5,5,4,N/A,5,5,4,5,5,5,5,5,5,5,4,5,N/A,S1236,43.6770415384,-79.4134459783,311763.48,4837235.568
3651446,4221285,2017,,1970,PRIVATE,19,Beaches-East York,390 DAWES RD,14,246,2022-10-25,69,Evaluation needs to be conducted in 2 years,19,4,3,5,3,3,4,4,3,3,3,3,3,3,4,3,4,4,4,3,N/A,S1927,43.7002035696,-79.2982003313,321049.73,4839824.865
3651447,4154051,2017,,1970,SOCIAL HOUSING,19,Beaches-East York,418 DAWES RD,5,49,2022-10-25,66,Evaluation needs to be conducted in 2 years,18,3,3,4,3,3,4,N/A,3,3,N/A,3,2,5,3,3,3,4,3,3,4,S1927,43.7013834487,-79.2975566964,321101.292,4839956.069
3651448,4153354,2017,,1929,PRIVATE,12,Toronto-St. Paul's,795 ST CLAIR AVE W,3,19,2022-10-25,69,Evaluation needs to be conducted in 2 years,14,3,4,4,4,2,3,N/A,3,N/A,N/A,3,4,4,4,3,4,N/A,3,N/A,N/A,S1234,43.6804983237,-79.4302086848,310411.49,4837618.363
3651449,4155074,2017,,1968,PRIVATE,09,Davenport,531 CALEDONIA RD,4,24,2022-10-25,69,Evaluation needs to be conducted in 2 years,15,3,3,4,4,3,4,N/A,3,N/A,N/A,3,4,5,4,3,3,N/A,3,3,N/A,S0921,43.6912694994,-79.4611736756,307914.356,4838813.374
3651450,4153840,2017,,1956,PRIVATE,15,Don Valley West,124 BROADWAY AVE,4,86,2022-10-25,88,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,4,N/A,5,5,4,4,4,5,4,4,4,4,5,4,N/A,N1526,43.711364802,-79.392506301,313446.755,4841051.778
3651451,4153839,2017,,1970,PRIVATE,15,Don Valley West,136 BROADWAY AVE,6,39,2022-10-25,83,Evaluation needs to be conducted in 2 years,18,4,5,5,4,4,4,N/A,4,3,4,3,4,5,4,5,4,4,5,4,N/A,N1526,43.711262957,-79.3919924,313488.184,4841040.517
3651452,4153998,2017,,1960,PRIVATE,12,Toronto-St. Paul's,893 AVENUE RD,3,10,2022-10-25,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,4,N/A,5,N/A,5,4,4,5,3,4,3,5,2,2,N/A,S1227,43.7003921332,-79.4063848317,312329.962,4839830.415
3651453,4153999,2017,,1960,PRIVATE,12,Toronto-St. Paul's,901 AVENUE RD,3,10,2022-10-25,80,Evaluation needs to be conducted in 2 years,17,5,4,5,4,3,4,N/A,5,N/A,4,4,4,5,4,4,3,5,3,2,N/A,S1227,43.7006489139,-79.4065038723,312320.335,4839858.933
3651454,4154442,2017,,1959,PRIVATE,06,York Centre,3020 KEELE ST,3,39,2022-10-25,69,Evaluation needs to be conducted in 2 years,15,2,3,5,3,3,3,N/A,3,N/A,N/A,4,4,5,N/A,3,4,3,4,3,N/A,N0627,43.737973065,-79.485310164,305967.553,4844002.249
3651455,4153707,2017,,1954,TCHC,19,Beaches-East York,320 KINGSTON RD,3,36,2022-10-24,76,Evaluation needs to be conducted in 2 years,16,4,3,5,3,4,4,N/A,5,N/A,N/A,3,4,4,4,4,3,4,4,3,N/A,S1935,43.6747928439,-79.3073203588,320321.163,4837000.094
3651456,4153694,2017,,1940,PRIVATE,19,Beaches-East York,569 KINGSTON RD,4,15,2022-10-24,64,Evaluation needs to be conducted in 1 year,15,3,3,3,3,4,3,N/A,3,N/A,3,3,2,4,4,3,3,N/A,4,N/A,N/A,S1939,43.6783240562,-79.2996212727,320941.034,4837393.877
3651457,4154761,2017,,1960,PRIVATE,16,Don Valley East,1 DEAUVILLE LANE,9,151,2022-10-24,84,Evaluation needs to be conducted in 2 years,17,4,5,5,3,3,4,N/A,3,5,N/A,4,5,5,4,4,4,5,4,4,N/A,N1630,43.717046695,-79.33008018,318476.117,4841691.34
3651458,4154770,2017,,1960,PRIVATE,15,Don Valley West,7 ROCHEFORT,3,64,2022-10-24,87,Evaluation needs to be conducted in 3 years,18,4,5,5,4,5,4,4,3,5,N/A,4,5,4,4,5,5,4,4,4,N/A,N1533,,,317940.367,4841805.466
3651459,4153933,2017,,1959,PRIVATE,12,Toronto-St. Paul's,111 ORIOLE PKWY,3,29,2022-10-24,82,Evaluation needs to be conducted in 2 years,17,5,5,5,4,4,3,N/A,4,N/A,4,5,4,5,4,3,3,5,3,4,N/A,S1226,43.6967810359,-79.4024723932,312645.774,4839429.589
3651460,4153935,2017,,1960,PRIVATE,12,Toronto-St. Paul's,120 ORIOLE PKWY,5,34,2022-10-24,79,Evaluation needs to be conducted in 2 years,17,4,5,5,2,3,3,N/A,5,4,3,4,4,5,5,4,3,N/A,4,4,N/A,S1226,43.6961891471,-79.4030049168,312602.926,4839363.78
3651461,4155566,2017,,1969,TCHC,20,Scarborough Southwest,675 KENNEDY RD,11,192,2022-10-24,84,Evaluation needs to be conducted in 2 years,19,5,3,5,3,5,5,3,3,5,N/A,3,5,3,5,3,4,5,5,5,5,E2023,43.72687441,-79.265289789,323769.245,4842812.63
3651462,4155271,2017,,1955,PRIVATE,03,Etobicoke-Lakeshore,2 HILL HEIGHTS RD,4,30,2022-10-23,84,Evaluation needs to be conducted in 2 years,17,3,3,5,3,5,5,N/A,3,N/A,4,5,5,5,3,4,5,5,4,4,N/A,W0327,43.6387928448,-79.4940708914,305262.703,4832982.879
3651463,4155270,2017,,1960,PRIVATE,03,Etobicoke-Lakeshore,4 HILL HEIGHTS RD,4,33,2022-10-23,70,Evaluation needs to be conducted in 2 years,16,3,3,3,4,4,5,N/A,4,N/A,N/A,3,4,5,2,3,3,4,3,3,N/A,W0327,43.6389180008,-79.4935703818,305303.092,4832996.786
3651464,4155385,2017,,1960,PRIVATE,02,Etobicoke Centre,351 THE WEST MALL,5,49,2022-10-23,88,Evaluation needs to be conducted in 3 years,15,4,5,5,3,N/A,4,N/A,4,5,N/A,4,5,5,5,5,4,4,4,N/A,N/A,W0233,43.638729619,-79.564232582,299601.61,4832978.702
3651465,4155381,2017,,1969,PRIVATE,02,Etobicoke Centre,306 THE WEST MALL,5,48,2022-10-23,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,4,5,3,3,4,4,4,4,3,3,4,N/A,N/A,W0233,43.6359998464,-79.5629152315,299707.924,4832674.405
3651466,4155383,2017,,1970,PRIVATE,02,Etobicoke Centre,329 THE WEST MALL,5,45,2022-10-23,89,Evaluation needs to be conducted in 3 years,17,4,5,5,4,4,5,N/A,4,4,5,4,5,5,4,5,5,5,3,N/A,N/A,W0233,43.6375255076,-79.5635248549,299658.87,4832843.935
3651467,4155239,2017,,1953,PRIVATE,03,Etobicoke-Lakeshore,317 PARK LAWN RD,4,32,2022-10-23,88,Evaluation needs to be conducted in 3 years,16,4,3,5,4,5,5,N/A,3,N/A,N/A,5,5,4,4,5,4,5,4,5,N/A,W0329,43.635649636,-79.4928351959,305362.392,4832633.691
3651468,4290884,2018,,1960,PRIVATE,06,York Centre,5 ROSSEAU RD,3,11,2022-10-22,84,Evaluation needs to be conducted in 2 years,16,4,5,4,4,4,4,N/A,4,N/A,4,5,4,5,4,5,4,N/A,3,4,N/A,N0629,43.7418042011,-79.4363369566,309912.311,4844428.739
3651469,4154646,2017,,1968,PRIVATE,06,York Centre,4918 BATHURST ST,6,60,2022-10-22,65,Evaluation needs to be conducted in 1 year,19,3,4,5,2,3,3,2,3,4,3,2,3,5,4,3,3,3,3,4,N/A,N0624,43.7728864941,-79.4432661421,309351.886,4847881.463
3651470,4154649,2017,,1961,PRIVATE,06,York Centre,4854 BATHURST ST,6,71,2022-10-22,76,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,3,4,4,3,3,4,5,4,4,4,4,4,3,N/A,N0624,43.7711135877,-79.442973232,309375.6,4847684.513
3651471,4329035,2018,,1949,PRIVATE,06,York Centre,14 ROSSEAU RD,3,11,2022-10-22,88,Evaluation needs to be conducted in 3 years,16,5,5,4,4,3,4,N/A,4,N/A,3,4,5,5,5,5,4,N/A,5,5,N/A,N0629,43.7422145294,-79.437433562,309823.955,4844474.267
3651472,4327922,2018,,1924,PRIVATE,09,Davenport,394 DOVERCOURT RD,3,20,2022-10-21,56,Evaluation needs to be conducted in 1 year,14,2,3,4,2,2,3,N/A,2,N/A,N/A,2,3,5,3,2,3,N/A,3,N/A,N/A,S0934,43.6523616027,-79.4262315203,310735.016,4834492.764
3651473,4154744,2017,,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,2022-10-21,55,Evaluation needs to be conducted in 1 year,17,2,2,5,2,2,3,2,4,N/A,N/A,2,2,5,2,2,4,2,2,4,N/A,N1828,43.7657782608,-79.3883472184,313774.078,4847096.221
3651474,4156075,2017,,1975,PRIVATE,25,Scarborough-Rouge Park,115 GENERATION BLVD,3,12,2022-10-21,89,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,4,N/A,5,N/A,N/A,5,5,5,5,4,3,5,4,5,5,E2530,43.8035984436,-79.1642967087,331796.018,4851346.352
3651475,4156242,2017,,1985,SOCIAL HOUSING,24,Scarborough-Guildwood,4201 KINGSTON RD,3,41,2022-10-21,88,Evaluation needs to be conducted in 3 years,17,5,5,5,3,4,4,N/A,5,N/A,N/A,4,4,5,5,4,4,3,5,5,5,E2432,43.759407247,-79.196109696,329252.877,4846512.146
3651476,4155906,2017,,1940,PRIVATE,09,Davenport,966 ST CLAIR AVE W,4,11,2022-10-21,64,Evaluation needs to be conducted in 1 year,14,3,4,5,3,3,3,N/A,3,N/A,N/A,3,4,4,2,2,3,N/A,3,N/A,N/A,S0928,43.67961435,-79.436448672,309901.703,4837533.376
3651477,4156740,2017,,1967,PRIVATE,16,Don Valley East,10 ST DENNIS DR,9,325,2022-10-21,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,3,5,3,3,4,N/A,4,4,5,4,4,4,5,4,3,N/A,N1630,43.717205556,-79.336050418,317994.986,4841707.994
3651478,4155155,2017,,1960,PRIVATE,05,York South-Weston,2275 WESTON RD,3,61,2022-10-21,80,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,1,N/A,5,N/A,N/A,4,5,5,3,4,4,N/A,4,4,N/A,W0524,43.7050925163,-79.5282487597,302507.78,4840348.881
3651479,4244530,2017,,1962,PRIVATE,16,Don Valley East,35 ST DENNIS DR,10,331,2022-10-21,83,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,N/A,4,4,N/A,N1630,43.718686691,-79.329087808,318555.705,4841873.706
3651480,4152889,2017,,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,2022-10-21,91,Evaluation needs to be conducted in 3 years,17,4,4,5,4,4,4,N/A,5,N/A,N/A,5,5,5,4,5,4,5,4,5,5,E2530,43.803770364,-79.164808425,331804.318,4851384.163
